,0,1,2,3,4,5,6,7
876,ESPA Neroli and Green Mandarin Nourishing Conditioner 400ml,$30.00,None,None,None,"['Aqua (Water)', ' Cetearyl Alcohol', ' Glycerin', ' Cetrimonium Chloride', ' Phenoxyethanol', ' Caprylic/Capric Triglyceride', ' Panthenol', ' Olea Europaea (Olive) Fruit Oil', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Simmondsia Chinensis (Jojoba) Seed Oil', ' Limonene', ' Citrus Aurantium Dulcis (Orange) Peel Oil', ' Citrus Nobilis (Mandarin Orange) Peel Oil', ' Citrus Limon (Lemon) Peel Oil', ' Ethylhexylglycerin', ' Hydrolyzed Corn Protein', ' Hydrolyzed Soy Protein', ' Hydrolyzed Wheat Protein', ' Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Oil', ' Citric Acid', ' Linalool', ' Fragrance* (Parfum)', ' Citrus Aurantium Amara (Bitter Orange) Peel Oil', ' Lavandula Angustifolia (Lavender) Oil', ' Rosmarinus Officinalis (Rosemary) Leaf Oil', ' Citrus Aurantium Amara (Bitter Orange) Flower Oil', ' Sodium Hydroxide. *100% Natural Fragrance.']",ESPA,400ml
877,Grow Gorgeous Defence Density Discovery Kit (Worth $58.00),$52.00,None,None,None,"['Hair Density Serum Original: Aqua/Water/Eau', ' Pentylene Glycol', ' Butylene Glycol', ' Propanediol', ' Caffeine', ' Phenoxyethanol', ' PPG-26-Buteth-26', ' Arginine', ' PEG-40 Hydrogenated Castor Oil', ' Fragrance (Parfum)', ' Lactic Acid', ' Sodium Hyaluronate', ' Glycine Soja (Soybean) Germ Extract', ' Triticum Vulgare (Wheat) Germ Extract', ' Allantoin', ' Chlorphenesin', ' Sodium Benzoate', ' Pisum Sativum (Pea) Sprout Extract', ' Gluconolactone', ' Trisodium Ethylenediamine Disuccinate', ' Scutellaria Baicalensis (Biakal Skullcap) Root Extract', ' Caramel', ' Citric Acid', ' Dextran', ' Acetyl Tetrapeptide-3', ' Butylphenyl Methylpropional', ' Limonene', ' Trifolium Pratense (Clover) Flower Extract', ' Linalool', ' Alpha-Isomethyl Ionone', ' Sodium Hydroxide', ' Calcium Gluconate.']",Grow Gorgeous,2 x 60ml / 3x 50ml
878,Curlsmith Scalp Stimulating Booster 120ml,$27.00,None,None,None,"['Water (Aqua)', ' Propanediol', ' Xanthan Gum', ' Pisum Sativum (Pea) Sprout Extract', ' Paullinia Cupana (Guarana) Seed Extract', ' Zingiber Officinale (Ginger) Root Extract*', ' Scutellaria Baicalensis (Chinese Skullcap) Root Extract', ' Hylocereus Undatus (Dragon) Fruit Extract', ' Urtica Dioica (Nettle) Leaf Extract*', ' Triticum Vulgare (Wheat) Germ Extract', ' Glycine Soja (Soybean) Germ Extract', ' Arginine', ' Caprylyl/Capryl Glucoside', ' Citric Acid', ' Ethylhexylglycerin', ' Glyceryl Caprylate', ' Polyglyceryl-6 Oleate', ' Sodium Cocoyl Glutamate', ' Glycerin', ' Gluconolactone', ' Calcium Gluconate', ' Sodium Benzoate', ' Potassium Sorbate', ' Sodium Surfactin', ' Phenoxyethanol', ' Lactic Acid', ' Hexyl Cinnamal', ' Alpha-Isomethyl Ionone', ' Linalool', ' Limonene', ' Fragrance (Parfum).']",Curlsmith,4oz
879,Curlsmith Core Strength Shampoo 355ml,$25.00,None,None,None,"['Water (Aqua)', ' Sodium Methyl Cocoyl Taurate', ' Cocamidopropyl Betaine', ' Decyl Glucoside', ' Peg-120 Methyl Glucose Trioleate', ' Opuntia Tuna (Prickly Pear) Fruit Extract', ' Cucurbita Pepo (Pumpkin) Seed Extract*', ' Psidium Guajava (Guava) Fruit Extract', ' Ribes Nigrum (Black Currant) Fruit Extract', ' Brassica Oleracea Acephala (Kale) Leaf Extract', ' Lentinus Edodes (Shiitake Mushroom) Extract*', ' Hydrolyzed Hemp Seed Extract', ' Hydrolyzed Rice Protein', ' Hydroxypropylgluconamide', ' Hydroxypropylammonium Gluconate', ' Glycerin', ' Propanediol', ' Guar Hydroxypropyltrimonium Chloride', ' Polyquaternium-10', ' Citric Acid', ' Tartaric Acid', ' Potassium Sorbate', ' Sodium Benzoate', ' Phenoxyethanol', ' Benzyl Alcohol', ' Limonene', ' Linalool', ' Fragrance (Parfum).']",Curlsmith,355ml
880,The Gift of Scalp Serenity (Worth $83.00),$36.40,None,None,None,"['Sensitive Micellar Shampoo (50ml): Aqua/Water/Eau', ' Sodium Cocoyl Isethionate', ' Sodium Methyl Cocoyl Taurate', ' Cocamidopropyl Betaine', ' Sodium Chloride', ' Coconut Acid', ' Lauryl Glucoside', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Saccharomyces/Rice Ferment Filtrate', ' Sodium Benzoate', ' Glycerin', ' Plukenetia Volubilis Seed Oil', ' Potassium Sorbate', ' Disodium EDTA', ' Lysine', ' Sodium Isethionate', ' Polyquaternium-10', ' Sodium PCA', ' Sodium Lactate', ' Allantoin', ' Avena Sativa (Oat) Kernel Oil', ' Arginine', ' Aspartic Acid', ' PCA', ' Butylene Glycol', ' Glycine', ' Opuntia Ficus-Indica Stem Extract', ' Alanine', ' 1', '2-Hexanediol', ' Phenoxyethanol', ' Serine', ' Valine', ' Isoleucine', ' Proline', ' Threonine', ' Histidine', ' Phenylalanine', ' Citric Acid', ' Centella Asiatica Extract', ' Sodium Hydroxide.']",Grow Gorgeous,None
881,Curlsmith Hold Me Softly Style Balm Travel Size 59ml,$12.00,None,None,None,"['Water (Aqua)', ' Cetearyl Alcohol', ' Cocos Nucifera (Coconut) Oil*', ' Glycerin', ' Hydroxypropyl Starch Phosphate', ' Ppg-3 Benzyl Ether Myristate', ' Carapa Guaianensis (Andiroba) Seed Oil', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Persea Gratissima (Avocado) Oil*', ' Aloe Barbadensis (Aloe Vera) Leaf Extract', ' Olea Europaea (Olive) Fruit Oil*', ' Ocimum Basilicum (Basil) Leaf Extract', ' Prunus Armeniaca (Apricot) Kernel Oil*', ' Salvia Officinalis (Sage) Leaf Extract', ' Selaginella Lepidophylla (Resurrection Flower) Extract', ' Helianthus Annuus (Sunflower) Seed Oil', ' Piper Nigrum (Black Pepper) Seed Extract', ' Phenoxyethanol', ' Ceteareth-20', ' Panthenol', ' Cetrimonium Chloride', ' Disodium Edta', ' Ethylhexylglycerin', ' Potassium Sorbate', ' Sodium Benzoate', ' Limonene', ' Linalool', ' Fragrance (Parfum).']",Curlsmith,2oz
882,Grow Gorgeous Prebiotic and AHA 5% Booster,$21.00,None,None,None,"['Aqua/Water/Eau', ' Pentylene Glycol', ' Glycolic Acid', ' Sodium Hydroxide', ' Caffeine', ' Inulin', ' Phenoxyethanol', ' Sodium Chloride', ' Ppg-26-Buteth-26', ' Peg-40 Hydrogenated Castor Oil', ' Fragrance (Parfum)', ' Sodium Hyaluronate', ' Allantoin', ' Chlorphenesin', ' Fructose', ' Trisodium Ethylenediamine Disuccinate', ' Limonene', ' Linalool', ' Alpha-Isomethyl Ionone', ' Citric Acid.\xa0']",Grow Gorgeous,30ml
883,KLORANE Detoxifying Anti-Pollution Hair and Scalp Regimen Bundle for Ultimate Shine (Worth $58),$49.00,None,None,None,"['Shampoo: Water (Aqua)', ' Disodium Laureth Sulfosuccinate', ' Zinc Coceth Sulfate', ' Ceteareth-60 Myristyl Glycol', ' Laureth-3', ' Sodium Cocoamphoacetate', ' Maleic Acid', ' Peg-40 Hydrogenated Castor Oil', ' Benzyl Slicylate', ' Camphor', ' Caramel', ' Citric Acid', ' Eucalyptus Globulus Leaf Oil', ' Fragrance (Parfum)', ' Green 5 (Ci61570)', ' Limonene', ' Linalool', ' Mentha Aquatica Flower/Leaf/Stem Extract', ' Mentha Viridis (Spearmint) Leaf Oil (Mentha Viridis Leaf Oil)', ' Menthol', ' Propanediol', ' Sodium Benzoate', ' Sodium Chloride', ' Sodium Hydroxide', ' Trisodium Ethylenediamine Disuccinate.']",KLORANE,Shampoo: 13.5 fl. oz / Conditioner: 5 fl. oz / Mist: 3.3 fl. oz
884,Grow Gorgeous Prebiotic and Vitamin C 10% Booster,$30.00,None,None,None,"['Aqua/Water/Eau', ' Sodium', ' Ascorbyl Phosphate', ' Pentylene Glycol', ' Caffeine', ' Polysorbate 20', ' Inulin', ' Citric Acid', ' Phenoxyethanol', ' Fragrance (Parfum)', ' Sodium Hyaluronate', ' Allantoin', ' Chlorphenesin', ' Sodium Metabisulfite', ' Fructose', ' Caramel', ' Trisodium Ethylenediamine Disuccinate', ' Limonene', ' Linalool', ' Alpha-Isomethyl Ionone', ' Sodium Hydroxide.']",Grow Gorgeous,30ml
885,René Furterer Vitalfan Dietary Dye Free Supplement - Progressive (1 Month Supply/30 Caps),$42.00,None,None,None,"['Gelatin', ' Sunflower Oil', ' Glycerin', ' Soya Lecithin', ' Corn Starch', ' Beeswax', ' Flavor', ' Titanium Dioxide', ' FD& C Yellow 5', ' Copper', ' Chlorophyllin', ' FD& C Blue 1.']",René Furterer,30 Capsules
886,Grow Gorgeous Curl Defining Leave-in Butter 200ml,$21.00,3.67,3,None,"['Aqua/Water/Eau', ' Cetearyl Alcohol', ' Behentrimonium Chloride', ' Fragrance (Parfum)', ' Diheptyl Succinate', ' Caffeine', ' Phenoxyethanol', ' Hydroxypropyltrimonium Hydrolyzed Corn Starch', ' PEG-100 Stearate', ' Glyceryl Stearate', ' Capryloyl Glycerin/Sebacic Acid Copolymer', ' Avena Sativa (Oat) Kernel Oil', ' Theobroma Cacao (Cocoa) Seed Butter', ' Isopropyl Alcohol', ' Disodium EDTA', ' Glycerin', ' Cetearyl Nonanoate', ' Triticum Vulgare (Wheat) Bran Extract', ' Sodium PCA', ' Soy Amino Acids', ' Wheat Amino Acids', ' Sodium Lactate', ' Chlorphenesin', ' Allantoin', ' Ethylhexyl Isononanoate', ' Arginine', ' Serine', ' Threonine', ' Arginine Hcl', ' Aspartic Acid', ' Tocopherol', ' PCA', ' Linoleic Acid', ' Glycine', ' Alanine', ' Butylphenyl Methylpropional', ' Limonene', ' Linalool', ' Valine', ' Alpha-Isomethyl Ionone', ' Rhizobian Gum', ' Sodium Hyaluronate', ' Cinnamyl Alcohol', ' Isoleucine', ' Proline', ' Benzyl Alcohol', ' Camellia Oleifera Seed Oil', ' Histidine', ' Phenylalanine', ' Citric Acid', ' Potassium Sorbate', ' Sodium Benzoate', ' Sodium Hydroxide.']",Grow Gorgeous,200ml
887,KLORANE Detox Shampoo with Aquatic Mint 13.5 fl oz.,$20.00,None,None,None,"['Water', ' Disodium Laureth Sulfosuccinate', ' Zinc Coceth Sulfate', ' Ceteareth-60 Myristyl Glycol', ' Laureth-3', ' Sodium Cocoamphoacetate', ' Maleic Acid', ' Peg-40 Hydrogenated Castor Oil', ' Benzyl Salicylate', ' Camphor', ' Caramel', ' Citric Acid', ' Eucalyptus Globulus Leaf Oil', ' Fragrance', ' Green 5', ' Limonene', ' Linalool', ' Mentha Aquatica Flower/Leaf/Stem Extract', ' Mentha Viridis (Spearmint) Leaf Oil', ' Menthol', ' Propanediol', ' Sodium Benzoate', ' Sodium Chloride', ' Sodium Hydroxide', ' Trisodium Ethylenediamine Disuccinate.']",KLORANE,13.5 fl. oz
888,KLORANE Sun Lightening Spray with Chamomile and Honey - 4.22 fl. oz.,$18.00,5.0,1,None,"['Water', ' Propylene Glycol', ' Cetrmonium Chloride', ' Chamomilla Recutita (Matricaria) Flower Extract', ' Fragrance', ' Honey', ' Hydroxypropyl Guar\xa0Hydroxypropyltrimonium Chloride', ' Lactic Acid', ' PEG-40 Hydrogenated Castor Oil', ' Polyquaternium-10', ' PPG-26-Buteth-26', ' Tetrasodium EDTA.']",KLORANE,None
889,Bouclème Hydrating Hair Cleanser 300ml,$25.00,None,None,None,"['Aqua', ' Decyl Glucoside', ' Glycerin Vegetable', ' Cocos Nucifera (Virgin Coconut) Oil', ' Maris Sal', ' Cocamidopropyl Betaine', ' Schinziophyton\xa0Rautanenii (Mongongo) Kernel Oil', ' Camellia Oleifera (Camellia) Seed Oil', ' Hippophae Rhamnoides (Seabuckthorn) Seed Oil', ' *Litsea\xa0Cubeba (May Chang) Fruit Oil ', ' *Citrus Grandis (Grapefruit) Peel Oil', ' *Citrus Reticulata (Mandarin Red) Peel Oil', ' *Citrus Aurantium\xa0Dulcis (Sweet Orange) Peel Oil', ' *Citrus Aurantium Bergamia (Bergamot) Fruit Oil', ' *Origanum Majorana (Marjoram Sweet) Leaf Oil', '\xa0*Rosmarinus Officinalis (Rosemary) Leaf Oil', ' *Mentha Viridis (Spearmint) Leaf Oil', ' *Pogostemon Cablin (Patchouli) Leaf Oil', '\xa0*Michelia Alba (Magnolia) Flower Oil', ' *Michelia Alba (Magnolia) Leaf Oil', ' *Cymbopogon Martini (Palmarosa) Oil', ' *Tilia Cordata\xa0(Linden) Flower Oil', ' Styrax Tonkinensis (Benzoin) Resin Extract', ' Ricinus Communis (Castor) Seed Oil', ' Sodium Chloride', ' Guar\xa0Hydroxypropyltrimonium Chloride', ' Xanthan Gum', ' Benzyl Alcohol', ' Dehydroacetic Acid', ' Sorbitan Sesquicaprylate', ' **Limonene', ' **Linalool', '\xa0**Geraniol. *natural pure essential oil **potential allergens.']",Boucleme,300ml
890,WetBrush Go Green Detangler - Lavender,$14.99,None,None,None,['Biodegradable Plant Starch.'],WetBrush,None
891,Bouclème Unisex Styling Gel 300ml,$30.00,None,None,None,None,Boucleme,300ml
892,KLORANE Shampoo with Peony 13.5 fl.oz.,$20.00,5.0,2,None,"['Water (Aqua)', ' Sodium Laureth Sulfate', ' Disodium Cocamphodiacetate', ' Cocamidoproryl Betaine', ' Citric Acid', ' Fragrance (Parfum)', ' Imidazolidinyl Urea', ' Methylisothiazolinone', ' Paeonia Albiflora Root Extract', ' Panthenol', ' Proctone Olamine', ' Polyquaternium-10', ' Propylene Glycol', ' Red 33 (Ci 17200)', ' Sodium Chloride.']",KLORANE,13.5oz
893,Imbue Curl Worshipping Shine Oil 3.38 fl. oz,$16.00,None,None,None,"['Canola Oil/Huile de Colza', ' Helianthus Annuus Hybrid Oil', ' Caprylyl Caprylate/Caprate', ' C21-28 Alkane', ' Diheptyl\n                              Succinate', ' Persea Gratissima (Avocado) Oil', ' Parfum (Fragrance)', ' Vitis Vinifera (Grape) Seed Oil', ' Butyrospermum\n                              Parkii (Shea) Butter', ' Tocopheryl Acetate', ' Theobroma Cacao (Cocoa) Seed Butter', ' Theobroma Grandiflorum Seed\n                              Butter', ' Tocopherol', ' Helianthus Annuus (Sunflower) Seed Oil', ' Cocos Nucifera (Coconut) Oil', ' Capryloyl Glycerin/\n                              Sebacic Acid Copolymer', ' Linalool', ' Limonene', ' Hexyl Cinnamal', ' Alpha-Isomethyl Ionone', ' Citronellol', ' Benzyl Alcohol', '\n                              Geraniol.']",Imbue,3.38 fl.oz
894,Grow Gorgeous Defence Anti-Pollution Conditioner 250ml,$12.60,None,None,None,"['Aqua/Water/Eau', ' Cetearyl Alcohol', ' Fragrance (Parfum)', ' Stearamidopropyl Dimethylamine', ' Behentrimonium Chloride', ' PPG-3 Benzyl Ether Myristate', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Phenoxyethanol', ' Glyceryl Stearate', ' PEG-100 Stearate', ' Avena Sativa (Oat) Kernel Oil', ' Glycerin', ' Lactic Acid', ' Butyrospermum Parkii (Shea) Butter', ' Isopropyl Alcohol', ' Caffeine', ' Disodium EDTA', ' Propylene Glycol', ' Sodium PCA', ' Sodium Lactate', ' Allantoin', ' Benzophenone-4', ' Chlorphenesin', ' Ethylhexyl Methoxycinnamate', ' Arginine', ' Aspartic Acid', ' PCA', ' Camellia Sinensis (Green Tea) Leaf Extract', ' 1', '2-Hexanediol', ' Butylphenyl Methylpropional', ' Limonene', ' Linalool', ' Glycine', ' Alanine', ' Biosaccharide Gum-4', ' Serine', ' Caesalpinia Spinosa (Tara) Extract', ' Valine', ' Isoleucine', ' Proline', ' Threonine', ' Sodium Benzoate', ' Helianthus Annuus (Sunflower) Sprout Extract', ' Citric Acid', ' Histidine', ' Phenylalanine', ' Potassium Sorbate', ' BHT', ' Sodium Hydroxide.']",Grow Gorgeous,250ml
895,ESPA The Body Experience,$50.00,None,None,None,"['Shower Gel: Water (Aqua)', ' PEG-120 Methyl Glucose Dioleate', ' Cocamidopropyl Betaine', ' Caprylyl/Capryl Glucoside', ' Sodium Lauryl Sulfoacetate', ' Polysorbate 20', '\xa0Sodium Chloride', ' Sodium Lauroyl Sarcosinate', ' Phenoxyethanol', ' Litsea Cubeba Fruit Oil', ' Rosmarinus Officinalis (Rosemary) Leaf Oil', ' Lavandula Angustifolia\xa0(Lavender) Oil', ' Citral', ' Sucrose Cocoate', ' Sodium Sulfate', ' Eucalyptus Globulus Leaf Oil', ' Mentha Piperita (Peppermint) Oil', ' Linalool', ' Limonene', ' Benzoic Acid', '\xa0Sodium Hydroxide', ' Sodium Benzoate', ' Dehydroacetic Acid', ' Sodium Laurate', ' Phytic Acid', ' Ethylhexylglycerin', ' Geraniol', ' Citronellol', ' Citric Acid', ' Sodium\xa0Sarcosinate', ' Tocopherol.']",ESPA,Shower Gel: 30ml / Body Oil: 12ml / Body Butter: 30ml / Hair and Scalp Mud: 30ml
896,Grow Gorgeous Repair Strengthening Hair and Scalp Mask 200ml,$21.00,5.0,1,None,"['Aqua/Water/Eau', ' Cetearyl Alcohol', ' Behentrimonium Chloride', ' Fragrance (Parfum)', ' Caffeine', ' Cetrimonium Chloride', ' Hydrogenated Castor Oil/Sebacic Acid Copolymer', ' Propylene Glycol', ' Phenoxyethanol', ' PEG-100 Stearate', ' Glyceryl Stearate', ' Glycerin', ' Avena Sativa (Oat) Kernel Oil', ' Butyrospermum Parkii (Shea) Butter', ' Niacinamide', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Isopropyl Alcohol', ' Disodium EDTA', ' Hydrolyzed Jojoba Esters', ' Sodium PCA', ' Sodium Lactate', ' Allantoin', ' Astrocaryum Murumuru Seed Butter', ' Chlorphenesin', ' Theobroma Grandiflorum (Cupuacu) Seed Butter', ' Arginine', ' Hydrolyzed Ceratonia Siliqua (Carob) Seed Extract', ' Aspartic Acid', ' PCA', ' Zea Mays (Corn) Starch', ' Saccharomyces/Zinc Ferment', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Iron Ferment', ' Saccharomyces/Magnesium Ferment', ' Saccharomyces/Silicon Ferment', ' Citric Acid', ' Propylene Glycol Dicaprylate/Dicaprate', ' Bambusa Vulgaris (Bamboo) Extract', ' Glycine', ' Alanine', ' Butylphenyl Methylpropional', ' Limonene', ' Leuconostoc/Radish Root Ferment Filtrate', ' Serine', ' Valine', ' Isoleucine', ' Potassium Sorbate', ' Proline', ' Threonine', ' Sodium Benzoate', ' Histidine', ' Phenylalanine', ' Xanthan Gum', ' Guar Hydroxypropyltrimonium Chloride', ' Polyquaternium-7', ' Sodium Hydroxide.']",Grow Gorgeous,200ml
897,Grow Gorgeous Sensitive Replenishing Conditioner 250ml,$12.60,5.0,1,None,"['Aqua/Water/Eau', ' Cetearyl Alcohol', ' Camellia Japonica Seed Oil', ' Distearoylethyl Dimonium Chloride', ' Cocos Nucifera (Coconut) Oil', ' Ppg-3 Benzyl Ether Myristate', ' Phenoxyethanol', ' Avena Sativa (Oat) Kernel Oil', ' Saccharomyces/Rice Ferment Filtrate', ' Glycerin', ' Sodium Pca', ' Sodium Lactate', ' Allantoin', ' Chlorphenesin', ' Disodium Edta', ' Rubus Idaeus (Raspberry) Seed Oil', ' Arginine', ' Aspartic Acid', ' Pca', ' Butylene Glycol', ' Glycine', ' Opuntia Ficus-Indica Stem Extract', ' Alanine', ' 1', '2-Hexanediol', ' Serine', ' Valine', ' Isoleucine', ' Proline', ' Threonine', ' Histidine', ' Phenylalanine', ' Sodium Benzoate', ' Citric Acid', ' Centella Asiatica Extract', ' Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate', ' Sodium Hydroxide.']",Grow Gorgeous,250ml
898,Christophe Robin Luscious Curl Cleansing Balm with Kokum Butter 250ml,$31.50,None,None,None,"['Aqua/Water/Eau', ' Cetearyl Alcohol', ' Cocamidopropyl Betaine', ' Hydroxypropyl Starch Phosphate', ' Glycerin', ' Behentrimonium Chloride', ' Helianthus Annuus (Sunflower) Seed Oil', ' C15-19 Alkane', ' Ceteareth-33', ' Jojoba Esters', ' Dipropylene Glycol', ' Caprylic/Capric Triglyceride', ' Sodium Chloride', ' Fragrance (Parfum)', ' Helianthus Annuus (Sunflower) Seed Wax', ' Creatine', ' Sodium Benzoate', ' Garcinia Indica (Kokum) Seed Butter', ' Nigella Sativa Seed Oil', ' Salvia Hispanica (Chia) Seed Oil', ' Disodium Edta', ' Potassium Sorbate', ' Hexyl Cinnamal', ' Linalool', ' Polyglycerin-3', ' Limonene', ' Bixa Orellana Seed Extract', ' Benzyl Salicylate', ' Citronellol', ' Hydroxycitronellal', ' Citric Acid', ' Tocopherol', ' Polyglyceryl-3 Diisostearate', ' Sodium Hydroxide', ' Ascorbic Acid.']",Christophe Robin,250ml
899,Grow Gorgeous Balance Collection,$91.00,None,None,None,"['Overnight Mask: Aqua/Water/Eau', ' Hydroxyethylcellulose', ' Behentrimonium Chloride', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Cetearyl Isononanoate', ' Phenoxyethanol', ' Glycol Distearate', ' Ceteareth-20', ' Cetearyl Alcohol', ' Isopropyl Alcohol', ' Avena Sativa (Oat) Kernel Oil', ' Fragrance (Parfum)', ' Brassica Campestris (Rapeseed)/Aleurites Fordi (Tung Wood) Oil Copolymer', ' Lactic Acid', ' Panthenol', ' Glycerin', ' Euterpe Oleracea (Acai) Fruit Oil', ' Oenocarpus Bataua (Pataua) Fruit Oil', ' Glyceryl Stearate', ' Cocamidopropyl Betaine', ' Laureth-4', ' Sodium PCA', ' Sodium Hydroxide', ' Sodium Lactate', ' Chlorphenesin', ' Allantoin', ' Disodium EDTA', ' Arginine', ' Benzoic Acid', ' Ceteareth-12', ' Cetyl Palmitate', ' Aspartic Acid', ' PCA', ' Citric Acid', ' Camellia Sinensis (Green Tea) Leaf Extract', ' Glucose', ' Glycine', ' Alanine', ' Serine', ' Valine', ' Rhizobian Gum', ' Sodium Hyaluronate', ' Isoleucine', ' Proline', ' Threonine', ' Butylphenyl Methylpropional', ' Limonene', ' Linalool', ' Malic Acid', ' Alpha-Isomethyl Ionone', ' Histidine', ' Phenylalanine', ' Cinnamyl Alcohol', ' Tocopherol', ' Sodium Dehydroacetate', ' Potassium Sorbate.']",Grow Gorgeous,Mask: 200ml / 2 x 250ml / Treatment: 150ml
900,Bouclème Curl Defining Gel 300ml,$25.00,None,None,None,"['Aqua', ' Glycerin (Vegetable)', ' Xanthan Gum', ' Polyglyceryl-4 Caprate', ' Benzyl Alcohol', ' Dehydroacetic Acid', ' Punica Granatum (Pomegranate)\xa0Extract', ' Aloe Barbadensis (Aloe Vera) Leaf Extract', ' Cocos Nucifera (Virgin Coconut) Oil', ' Argania Spinosa (Argan) Oil', ' Linum\xa0Usitatissimum (Linseed) Seed', ' Propanediol', ' *Litsea Cubeba (May Chang) Flower Oil', ' *Citrus Grandis (Grapefruit) Peel Oil', ' *Citrus\xa0Reticulata (Mandarin Red) Peel Oil', ' *Citrus Aurantium Dulcis (Sweet Orange) Peel Oil', ' *Citrus Aurantium Bergamia (Bergamot) Fruit\xa0Oil', ' * Origanum Majorana (Marjoram Sweet) Leaf Oil', ' *Rosmarinus Officinalis (Rosemary) Leaf Oil', ' *Mentha Viridis (Spearmint) Leaf\xa0Oil', ' *Pogostemon Cablin (Patchouli) Leaf Oil', ' *Michelia Alba (Magnolia) Flower Oil', ' *Michelia Alba (Magnolia) Leaf Oil', ' *Cymbopogon\xa0Martini (Palmarosa) Leaf Oil', ' Styrax Tonkinensis (Benzoin) Resin Extract', ' *Tilia Cordata (Linden) Flower Oil', ' **Limonene **Linalool\xa0**Geraniol **Citral **Benzyl Benzoate. *natural pure essential oils **potential allergens.']",Boucleme,300ml
901,Bouclème Super Hold Styler 250ml,$30.00,None,None,None,"['Aqua/Water/Eau', ' Glycerin (Vegetable)', ' Xanthan Gum', ' Linum Usitatissimum (Linseed) Seed Extract', ' Erythritol', ' Caryodendron Orinocense (Kahai) Nut Oil', ' Salvia Hispanica (Chia) Seed Extract', ' Epilobium Angustifolium Flower/Leaf/Stem Extract', ' Grevillea Speciosa Flower Extract', ' Banksia Serrata Flower Extract', ' Anigozanthos Flavidus Extract', ' Pelvetia Canaliculata Extract', ' Agave Tequilana Leaf Extract', ' Hippophae Rhamnoides (Seabuckthorn) Seed Oil.']",Boucleme,250ml
902,Grow Gorgeous New Repair Heat Protection Leave-in Oil 100ml,$21.00,3.0,2,None,"['C15-19 Alkane', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Cocos Nucifera (Coconut) Oil', ' Vitis Vinifera (Grape) Seed Oil', ' Ricinus Communis (Castor) Seed Oil', ' Hydrogenated Castor Oil/Sebacic Acid Copolymer', ' Fragrance (Parfum)', ' Avena Sativa (Oat) Kernel Oil', ' Brassica Campestris (Rapeseed)/Aleurites Fordi (Tung Wood) Oil Copolymer', ' Tocopherol', ' Benzophenone-3', ' Moringa Oleifera Seed Oil', ' Sclerocarya Birrea (Marula) Seed Oil', ' Ethylhexyl Methoxycinnamate', ' Butylphenyl Methylpropional', ' Limonene', ' Linalool', ' Alpha-Isomethyl Ionone', ' Cinnamyl Alcohol', ' BHT.']",Grow Gorgeous,100ml
903,Grow Gorgeous Ultimate Volume Trio,$48.30,None,None,None,"['Shampoo:\xa0Aqua/Water/Eau', ' Sodium Cocoyl Isethionate', ' Sodium Methyl Cocoyl Taurate', ' Cocamidopropyl Betaine', ' Fragrance (Parfum)', ' Hydrolised Pea Protein', ' Sodium Chloride', ' Caffeine', ' Coconut Acid', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Lauryl Glucoside', ' Sodium Benzoate', ' Potassium Sorbate', ' Sodium Isethionate', ' Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', ' Hydrolyzed Rice Protein', ' Sodium PCA', ' Sodium Lactate', ' Allantoin', ' Disodium EDTA', ' Arginine', ' Aspartic Acid', ' PCA', ' Leuconostoc/Radish Root Ferment Filtrate', ' Butylphenyl Methylpropional', ' Limonene', ' Glycine', ' Linalool', ' Alanine', ' Citric Acid', ' Serine', ' Valine', ' Isoleucine', ' Proline', ' Threonine', ' Histidine', ' Phenylalanine', ' Sodium Hydroxide.']",Grow Gorgeous,2 x 250ml / Serum: 60ml
